score ; Cocktail ; n patient taking C ; n patient taking C and having AE ; RR
343.315;hmg coa reductase inhibitors;67774;217;15.5088
337.113;lipid modifying agents, plain;79540;227;14.1623
337.113;lipid modifying agents;79540;227;14.1623
227.745;simvastatin;19051;111;21.851
184.454;cardiovascular system;237354;266;5.70961
155.968;atorvastatin;31121;103;12.0907
145.011;simvastatin:atorvastatin;814;36;142.595
80.5794;hmg coa reductase inhibitors:nervous system;33251;72;7.37189
76.72;lipid modifying agents, plain:nervous system;38778;75;6.60423
76.72;lipid modifying agents:nervous system;38778;75;6.60423
74.8326;corticosteroids for systemic use, plain;56225;88;5.43853
73.8369;corticosteroids for systemic use;57008;88;5.36114
73.1773;hmg coa reductase inhibitors:analgesics;24628;60;8.12921
73.1197;ciclosporin:colchicine;42;12;879.438
73.1197;ciclosporin:preparations with no effect on uric acid metabolism;42;12;879.438
72.2428;lipid modifying agents, plain:analgesics;28119;63;7.50684
72.2428;lipid modifying agents:analgesics;28119;63;7.50684
72.1524;metformin:prasugrel:bisoprolol:simvastatin;9;9;3060.57
70.8531;metformin:platelet aggregation inhibitors excl. heparin:bisoprolol:simvastatin;29;11;1165.32
69.8501;metformin:prasugrel:bisoprolol:ramipril:analgesics;10;9;2754.51
69.8501;metformin:prasugrel:bisoprolol:ramipril:nervous system;10;9;2754.51
69.8501;metformin:prasugrel:bisoprolol:ramipril;10;9;2754.51
67.8509;calcineurin inhibitors:colchicine;62;12;595.741
67.8509;calcineurin inhibitors:preparations with no effect on uric acid metabolism;62;12;595.741
66.7596;metformin:prasugrel:bisoprolol:ace inhibitors, plain:nervous system;12;9;2295.43
66.7596;blood glucose lowering drugs, excl. insulins:prasugrel:ramipril:acetylsalicylic acid;12;9;2295.43
66.7596;blood glucose lowering drugs, excl. insulins:prasugrel:beta blocking agents:ramipril:lipid modifying agents;12;9;2295.43
66.7596;drugs used in diabetes:prasugrel:ramipril:acetylsalicylic acid;12;9;2295.43
66.7596;drugs used in diabetes:prasugrel:ramipril:salicylic acid and derivatives;12;9;2295.43
66.7596;drugs used in diabetes:prasugrel:ramipril:analgesics;12;9;2295.43
66.7596;drugs used in diabetes:prasugrel:beta blocking agents:ramipril:lipid modifying agents;12;9;2295.43
66.4919;glucocorticoids;54859;82;5.12977
65.5813;metformin:prasugrel:ramipril:nervous system;13;9;2118.85
64.5519;drugs used in diabetes:prasugrel:ramipril;14;9;1967.51
63.433;colchicine;1094;20;57.1063
63.433;preparations with no effect on uric acid metabolism;1094;20;57.1063
60.3407;lipid modifying agents:other analgesics and antipyretics;25978;55;6.98515
59.5648;metformin:prasugrel:bisoprolol:nervous system;21;9;1311.66
59.5194;systemic hormonal preparations, excl. sex hormones and insulins;110827;113;3.6207
58.6963;metformin:antithrombotic agents:bisoprolol:simvastatin;77;11;438.872
57.5372;ciclosporin:antigout preparations;139;12;265.713
57.5372;ciclosporin:antigout preparations;139;12;265.713
57.3414;hmg coa reductase inhibitors:antiinfectives for systemic use;5859;30;16.2623
56.6912;drugs used in diabetes:hmg coa reductase inhibitors;14924;42;9.10365
56.6729;telbivudine;149;12;247.879
55.13;lipid modifying agents, plain:acetylsalicylic acid;18380;45;7.95104
55.13;lipid modifying agents:acetylsalicylic acid;18380;45;7.95104
54.9262;lipid modifying agents:salicylic acid and derivatives;18475;45;7.90968
54.926;lipid modifying agents, plain:antiinfectives for systemic use;7015;31;14.0529
54.926;lipid modifying agents:antiinfectives for systemic use;7015;31;14.0529
54.8779;hmg coa reductase inhibitors:acetylsalicylic acid;16588;43;8.39371
54.4511;prasugrel:bisoprolol:salicylic acid and derivatives;64;10;479.107
54.3843;alimentary tract and metabolism:prasugrel:beta blocking agents:ramipril:lipid modifying agents;34;9;810.139
54.2843;prasugrel:bisoprolol:other analgesics and antipyretics;65;10;471.736
54.1203;prasugrel:bisoprolol:nervous system;66;10;464.588
53.9403;metformin:platelet aggregation inhibitors excl. heparin:bisoprolol:hmg coa reductase inhibitors;116;11;291.313
53.8601;hmg coa reductase inhibitors:antibacterials for systemic use;4320;26;18.9832
53.5894;antiinfectives for systemic use;108472;107;3.45931
53.2516;prasugrel:bisoprolol:ramipril:analgesics;38;9;724.86
53.2516;prasugrel:bisoprolol:ramipril:nervous system;38;9;724.86
53.1893;prasugrel:bisoprolol;72;10;425.871
53.0676;lipid modifying agents, plain:antibacterials for systemic use;5006;27;17.0381
53.0676;lipid modifying agents:antibacterials for systemic use;5006;27;17.0381
51.7834;alimentary tract and metabolism:prasugrel:ramipril:acetylsalicylic acid;44;9;626.013
50.934;metformin:platelet aggregation inhibitors excl. heparin:bisoprolol;151;11;223.785
50.3552;immunosuppressants:colchicine;249;12;148.32
50.3552;immunosuppressants:preparations with no effect on uric acid metabolism;249;12;148.32
50.3288;metformin:prasugrel:hmg coa reductase inhibitors;51;9;540.087
50.2576;calcineurin inhibitors:antigout preparations;251;12;147.138
50.0593;hmg coa reductase inhibitors:ezetimibe;2986;22;23.0771
49.4282;atorvastatin:nervous system;12518;36;9.20512
49.3068;alimentary tract and metabolism:analgesics;60847;75;4.14989
48.0846;domperidone:naproxen:antidepressants:codeine;6;6;3043.25
48.0846;domperidone:naproxen:psychoanaleptics:codeine;6;6;3043.25
48.0846;domperidone:naproxen:other analgesics and antipyretics:amitriptyline;6;6;3043.25
48.0846;domperidone:naproxen:other analgesics and antipyretics:non-selective monoamine reuptake inhibitors;6;6;3043.25
48.0846;domperidone:naproxen:analgesics:amitriptyline;6;6;3043.25
48.0846;domperidone:naproxen:analgesics:non-selective monoamine reuptake inhibitors;6;6;3043.25
48.0846;domperidone:propionic acid derivatives:paracetamol:amitriptyline:respiratory system;6;6;3043.25
48.0846;domperidone:propionic acid derivatives:other analgesics and antipyretics:amitriptyline;6;6;3043.25
48.0846;domperidone:propionic acid derivatives:analgesics:amitriptyline;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products, non-steroids:non-selective monoamine reuptake inhibitors:codeine;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products, non-steroids:paracetamol:amitriptyline:respiratory system;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products, non-steroids:anilides:non-selective monoamine reuptake inhibitors:respiratory system;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products:amitriptyline:codeine;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products:non-selective monoamine reuptake inhibitors:codeine;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products:paracetamol:amitriptyline:respiratory system;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products:anilides:amitriptyline:cough and cold preparations;6;6;3043.25
48.0846;domperidone:antiinflammatory and antirheumatic products:anilides:amitriptyline:respiratory system;6;6;3043.25
48.0846;omeprazole:domperidone:paracetamol:amitriptyline:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:paracetamol:amitriptyline:opium alkaloids and derivatives;6;6;3043.25
48.0846;omeprazole:domperidone:paracetamol:amitriptyline:cough suppressants, excl. combinations with expectorants;6;6;3043.25
48.0846;omeprazole:domperidone:paracetamol:non-selective monoamine reuptake inhibitors:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:paracetamol:non-selective monoamine reuptake inhibitors:opium alkaloids and derivatives;6;6;3043.25
48.0846;omeprazole:domperidone:anilides:amitriptyline:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:naproxen:analgesics:amitriptyline;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products, non-steroids:amitriptyline;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products, non-steroids:psychoanaleptics:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products, non-steroids:analgesics:amitriptyline;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:amitriptyline:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:amitriptyline;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:non-selective monoamine reuptake inhibitors:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:antidepressants:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:psychoanaleptics:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:psychoanaleptics:opium alkaloids and derivatives;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:anilides:amitriptyline;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:other analgesics and antipyretics:amitriptyline;6;6;3043.25
48.0846;omeprazole:domperidone:antiinflammatory and antirheumatic products:analgesics:amitriptyline;6;6;3043.25
48.0846;omeprazole:domperidone:musculo-skeletal system:amitriptyline:codeine;6;6;3043.25
48.0846;omeprazole:domperidone:musculo-skeletal system:non-selective monoamine reuptake inhibitors:codeine;6;6;3043.25
48.0846;proton pump inhibitors:domperidone:paracetamol:amitriptyline:codeine;6;6;3043.25
48.0846;proton pump inhibitors:domperidone:anilides:amitriptyline:codeine;6;6;3043.25
48.0846;proton pump inhibitors:domperidone:antiinflammatory and antirheumatic products:amitriptyline:codeine;6;6;3043.25
48.0846;proton pump inhibitors:domperidone:antiinflammatory and antirheumatic products:psychoanaleptics:codeine;6;6;3043.25
48.0846;proton pump inhibitors:domperidone:musculo-skeletal system:amitriptyline:codeine;6;6;3043.25
48.0846;drugs for peptic ulcer and gastro-oesophageal reflux disease (gord):domperidone:paracetamol:amitriptyline:cough and cold preparations;6;6;3043.25
48.0846;drugs for peptic ulcer and gastro-oesophageal reflux disease (gord):domperidone:naproxen:non-selective monoamine reuptake inhibitors;6;6;3043.25
48.0846;drugs for acid related disorders:domperidone:paracetamol:amitriptyline:cough and cold preparations;6;6;3043.25
48.0846;drugs for acid related disorders:domperidone:paracetamol:non-selective monoamine reuptake inhibitors:cough and cold preparations;6;6;3043.25
48.0846;drugs for acid related disorders:domperidone:naproxen:non-selective monoamine reuptake inhibitors;6;6;3043.25
47.9809;prasugrel:simvastatin;65;9;423.757
46.743;metformin:prasugrel;74;9;372.217
46.743;biguanides:prasugrel;74;9;372.217
46.6154;blood glucose lowering drugs, excl. insulins:prasugrel:salicylic acid and derivatives;75;9;367.254
46.5458;cardiovascular system:antibacterials for systemic use;12785;35;8.74358
46.3555;amlodipine:hmg coa reductase inhibitors;7938;29;11.5652
46.139;blood glucose lowering drugs, excl. insulins:vitamin b1, plain:mineral supplements:ciprofloxacin;7;6;2608.5
46.139;blood glucose lowering drugs, excl. insulins:vitamin b1, plain and in combination with vitamin b6 and b12:mineral supplements:ciprofloxacin;7;6;2608.5
46.139;domperidone:paracetamol:amitriptyline:codeine;7;6;2608.5
46.139;domperidone:paracetamol:amitriptyline:opium alkaloids and derivatives;7;6;2608.5
46.139;domperidone:paracetamol:amitriptyline:cough suppressants, excl. combinations with expectorants;7;6;2608.5
46.139;domperidone:paracetamol:amitriptyline:cough and cold preparations;7;6;2608.5
46.139;domperidone:paracetamol:non-selective monoamine reuptake inhibitors:codeine;7;6;2608.5
46.139;domperidone:paracetamol:non-selective monoamine reuptake inhibitors:opium alkaloids and derivatives;7;6;2608.5
46.139;domperidone:anilides:amitriptyline:codeine;7;6;2608.5
46.139;domperidone:anilides:amitriptyline:cough and cold preparations;7;6;2608.5
46.139;domperidone:anilides:non-selective monoamine reuptake inhibitors:cough suppressants, excl. combinations with expectorants;7;6;2608.5
46.139;domperidone:other analgesics and antipyretics:non-selective monoamine reuptake inhibitors:codeine;7;6;2608.5
46.139;domperidone:antiinflammatory and antirheumatic products, non-steroids:psychoanaleptics:codeine;7;6;2608.5
46.139;domperidone:antiinflammatory and antirheumatic products, non-steroids:paracetamol:amitriptyline;7;6;2608.5
46.139;domperidone:antiinflammatory and antirheumatic products:amitriptyline:respiratory system;7;6;2608.5
46.139;domperidone:antiinflammatory and antirheumatic products:antidepressants:codeine;7;6;2608.5
46.139;domperidone:antiinflammatory and antirheumatic products:psychoanaleptics:codeine;7;6;2608.5
46.139;domperidone:antiinflammatory and antirheumatic products:paracetamol:amitriptyline;7;6;2608.5
46.139;domperidone:musculo-skeletal system:non-selective monoamine reuptake inhibitors:codeine;7;6;2608.5
46.139;omeprazole:domperidone:paracetamol:amitriptyline;7;6;2608.5
46.139;omeprazole:domperidone:anilides:amitriptyline;7;6;2608.5
46.139;omeprazole:domperidone:musculo-skeletal system:psychoanaleptics:codeine;7;6;2608.5
46.139;omeprazole:domperidone:musculo-skeletal system:other analgesics and antipyretics:amitriptyline;7;6;2608.5
46.016;drugs used in diabetes:platelet aggregation inhibitors excl. heparin:beta blocking agents:ramipril:lipid modifying agents;143;10;214.415
45.0553;alimentary tract and metabolism:other analgesics and antipyretics;48794;64;4.34657
44.753;blood glucose lowering drugs, excl. insulins:thiamine (vit b1):ciprofloxacin;8;6;2282.44
44.753;blood glucose lowering drugs, excl. insulins:thiamine (vit b1):cardiovascular system:ciprofloxacin;8;6;2282.44
44.753;blood glucose lowering drugs, excl. insulins:vitamin b1, plain:ciprofloxacin;8;6;2282.44
44.753;blood glucose lowering drugs, excl. insulins:vitamin b1, plain:cardiovascular system:ciprofloxacin;8;6;2282.44
44.753;blood glucose lowering drugs, excl. insulins:vitamin b1, plain and in combination with vitamin b6 and b12:ciprofloxacin;8;6;2282.44
44.753;drugs used in diabetes:vitamin b1, plain and in combination with vitamin b6 and b12:mineral supplements:ciprofloxacin;8;6;2282.44
44.753;domperidone:other analgesics and antipyretics:non-selective monoamine reuptake inhibitors:opium alkaloids and derivatives;8;6;2282.44
44.753;domperidone:naproxen:non-selective monoamine reuptake inhibitors;8;6;2282.44
44.753;domperidone:naproxen:analgesics:psychoanaleptics;8;6;2282.44
44.753;domperidone:propionic acid derivatives:amitriptyline;8;6;2282.44
44.753;domperidone:antiinflammatory and antirheumatic products:psychoanaleptics:opium alkaloids and derivatives;8;6;2282.44
44.753;domperidone:antiinflammatory and antirheumatic products:other analgesics and antipyretics:amitriptyline;8;6;2282.44
44.753;omeprazole:domperidone:antiinflammatory and antirheumatic products:non-selective monoamine reuptake inhibitors;8;6;2282.44
44.753;omeprazole:domperidone:musculo-skeletal system:amitriptyline;8;6;2282.44
44.4846;blood glucose lowering drugs, excl. insulins:prasugrel;94;9;293.018
43.6547;proton pump inhibitors:domperidone:antiinflammatory and antirheumatic products, non-steroids:amitriptyline;9;6;2028.83
43.6547;proton pump inhibitors:domperidone:antiinflammatory and antirheumatic products:amitriptyline;9;6;2028.83
43.6547;drugs for acid related disorders:domperidone:propionic acid derivatives:non-selective monoamine reuptake inhibitors;9;6;2028.83
43.6039;alimentary tract and metabolism:hmg coa reductase inhibitors:acetylsalicylic acid;12199;33;8.60876
43.5457;drugs used in diabetes:platelet aggregation inhibitors excl. heparin:ramipril:acetylsalicylic acid;182;10;168.465
42.7387;blood glucose lowering drugs, excl. insulins:thiamine (vit b1):cardiovascular system:quinolone antibacterials;10;6;1825.95
42.7387;blood glucose lowering drugs, excl. insulins:vitamin b1, plain:cardiovascular system:quinolone antibacterials;10;6;1825.95
42.7387;drugs used in diabetes:thiamine (vit b1):ciprofloxacin;10;6;1825.95
42.7387;drugs used in diabetes:vitamin b1, plain:ciprofloxacin;10;6;1825.95
42.7387;drugs used in diabetes:vitamin b1, plain and in combination with vitamin b6 and b12:ciprofloxacin;10;6;1825.95
42.7387;domperidone:musculo-skeletal system:paracetamol:amitriptyline:respiratory system;10;6;1825.95
42.7387;omeprazole:domperidone:paracetamol:non-selective monoamine reuptake inhibitors;10;6;1825.95
42.7387;omeprazole:domperidone:anilides:non-selective monoamine reuptake inhibitors;10;6;1825.95
42.7387;omeprazole:propulsives:paracetamol:amitriptyline:codeine;10;6;1825.95
42.7387;omeprazole:propulsives:naproxen:analgesics:amitriptyline;10;6;1825.95
42.7387;omeprazole:propulsives:antiinflammatory and antirheumatic products:amitriptyline:codeine;10;6;1825.95
42.1564;bisoprolol:hmg coa reductase inhibitors;3257;20;19.1558
42.1269;propulsives:antiinflammatory and antirheumatic products:paracetamol:amitriptyline;28;7;762.241
42.0489;ciclosporin:musculo-skeletal system;495;12;74.598
42.0405;nucleoside and nucleotide reverse transcriptase inhibitors;11051;31;8.89813
41.9505;blood glucose lowering drugs, excl. insulins:thiamine (vit b1):fluoroquinolones;11;6;1659.95
41.9505;blood glucose lowering drugs, excl. insulins:vitamin b1, plain:fluoroquinolones;11;6;1659.95
41.9505;domperidone:musculo-skeletal system:antidepressants:codeine;11;6;1659.95
41.9505;omeprazole:propulsives:paracetamol:amitriptyline:opium alkaloids and derivatives;11;6;1659.95
41.8509;propulsives:antiinflammatory and antirheumatic products:amitriptyline:respiratory system;29;7;735.957
41.2576;domperidone:naproxen:codeine;12;6;1521.62
41.2576;domperidone:naproxen:opium alkaloids and derivatives;12;6;1521.62
41.2576;domperidone:naproxen:cough and cold preparations;12;6;1521.62
41.2576;domperidone:naproxen:psychoanaleptics;12;6;1521.62
41.2576;domperidone:naproxen:nervous system:codeine;12;6;1521.62
41.2576;propulsives:naproxen:paracetamol:amitriptyline;12;6;1521.62
41.2576;propulsives:naproxen:other analgesics and antipyretics:amitriptyline;12;6;1521.62
41.16;bisoprolol:lipid modifying agents;3432;20;18.1771
40.4032;prasugrel:beta blocking agents, selective;248;10;123.627
40.0795;drugs for acid related disorders:domperidone:paracetamol:amitriptyline;14;6;1304.25
40.0659;thiamine (vit b1):ramipril:ciprofloxacin;5;5;3037.53
40.0659;vitamin b1, plain:ramipril:ciprofloxacin;5;5;3037.53
40.0659;vitamin b1, plain:aldosterone antagonists and other potassium-sparing agents:agents acting on the renin-angiotensin system:ciprofloxacin;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:aldosterone antagonists:ace inhibitors, plain:quinolone antibacterials;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:aldosterone antagonists and other potassium-sparing agents:ace inhibitors, plain:fluoroquinolones;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:aldosterone antagonists and other potassium-sparing agents:ace inhibitors, plain:quinolone antibacterials;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:aldosterone antagonists and other potassium-sparing agents:agents acting on the renin-angiotensin system:ciprofloxacin;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:aldosterone antagonists and other potassium-sparing agents:agents acting on the renin-angiotensin system:fluoroquinolones;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:aldosterone antagonists and other potassium-sparing agents:agents acting on the renin-angiotensin system:quinolone antibacterials;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:diuretics:ace inhibitors, plain:ciprofloxacin;5;5;3037.53
40.0659;vitamin b1, plain and in combination with vitamin b6 and b12:diuretics:ace inhibitors, plain:ciprofloxacin;5;5;3037.53
40.0659;colecalciferol:thiamine (vit b1):ramipril:ciprofloxacin;5;5;3037.53
40.0659;colecalciferol:thiamine (vit b1):ace inhibitors, plain:quinolone antibacterials;5;5;3037.53
40.0659;colecalciferol:thiamine (vit b1):ace inhibitors, plain:quinolone antibacterials;5;5;3037.53
40.0659;colecalciferol:thiamine (vit b1):agents acting on the renin-angiotensin system:quinolone antibacterials;5;5;3037.53
40.0659;colecalciferol:vitamin b1, plain:ramipril:ciprofloxacin;5;5;3037.53
40.0659;colecalciferol:vitamin b1, plain:ramipril:fluoroquinolones;5;5;3037.53
40.0659;colecalciferol:vitamin b1, plain:ace inhibitors, plain:quinolone antibacterials;5;5;3037.53
40.0659;colecalciferol:vitamin b1, plain:ace inhibitors, plain:quinolone antibacterials;5;5;3037.53
40.0659;colecalciferol:vitamin b1, plain:agents acting on the renin-angiotensin system:quinolone antibacterials;5;5;3037.53
40.0659;colecalciferol:vitamin b1, plain and in combination with vitamin b6 and b12:ramipril:fluoroquinolones;5;5;3037.53
40.0659;colecalciferol:vitamin b1, plain and in combination with vitamin b6 and b12:ace inhibitors, plain:quinolone antibacterials;5;5;3037.53
39.569;drugs used in diabetes:thiamine (vit b1):fluoroquinolones;15;6;1217.3
39.569;drugs used in diabetes:thiamine (vit b1):quinolone antibacterials;15;6;1217.3
39.569;domperidone:naproxen:respiratory system;15;6;1217.3
39.569;omeprazole:domperidone:antiinflammatory and antirheumatic products:codeine;15;6;1217.3
39.569;omeprazole:domperidone:antiinflammatory and antirheumatic products:nervous system:codeine;15;6;1217.3
39.4621;hmg coa reductase inhibitors:other lipid modifying agents;5622;23;12.818
39.143;metformin:hmg coa reductase inhibitors;8735;27;9.74183
39.1374;biguanides:hmg coa reductase inhibitors;8737;27;9.73959
39.0993;domperidone:naproxen:paracetamol;16;6;1141.21
39.0993;domperidone:naproxen:anilides;16;6;1141.21
39.0993;domperidone:naproxen:other analgesics and antipyretics;16;6;1141.21
39.0993;domperidone:naproxen:analgesics;16;6;1141.21
38.7433;metformin:lipid modifying agents, plain;9729;28;9.08269
38.7433;metformin:lipid modifying agents;9729;28;9.08269
38.6642;domperidone:paracetamol:amitriptyline;17;6;1074.08
38.6642;domperidone:anilides:amitriptyline;17;6;1074.08
38.3828;drugs used in diabetes:platelet aggregation inhibitors excl. heparin:ramipril;303;10;101.183
38.3209;drugs used in diabetes:dihydrocodeine;46;7;463.968
38.2744;clonazepam:zotepine;6;5;2531.27
38.2744;benzodiazepine derivatives:zotepine;6;5;2531.27
38.2744;thiamine (vit b1):ramipril:fluoroquinolones;6;5;2531.27
38.2744;vitamin b1, plain:ramipril:fluoroquinolones;6;5;2531.27
38.2744;vitamin b1, plain and in combination with vitamin b6 and b12:diuretics:ace inhibitors, plain:quinolone antibacterials;6;5;2531.27
38.2744;metformin:thiamine (vit b1):ciprofloxacin;6;5;2531.27
38.2744;biguanides:thiamine (vit b1):ciprofloxacin;6;5;2531.27
38.2744;biguanides:vitamin b1, plain:ciprofloxacin;6;5;2531.27
38.2744;biguanides:vitamin b1, plain and in combination with vitamin b6 and b12:ciprofloxacin;6;5;2531.27
38.259;proton pump inhibitors:propulsives:musculo-skeletal system:amitriptyline:codeine;18;6;1014.41
38.1855;prasugrel:beta blocking agents;309;10;99.2175
38.0177;metformin:platelet aggregation inhibitors excl. heparin;1611;15;28.7965
38.0177;biguanides:platelet aggregation inhibitors excl. heparin;1611;15;28.7965
37.8798;blood glucose lowering drugs, excl. insulins:vitamins:mineral supplements:ciprofloxacin;19;6;961.02
37.7013;alimentary tract and metabolism:nervous system;91012;84;3.10766
37.3625;metformin:ramipril;1320;14;32.7449
37.1873;domperidone:amitriptyline:codeine;21;6;869.493
37.1873;domperidone:non-selective monoamine reuptake inhibitors:codeine;21;6;869.493
37.1873;domperidone:analgesics:non-selective monoamine reuptake inhibitors:codeine;21;6;869.493
37.1873;domperidone:musculo-skeletal system:amitriptyline;21;6;869.493
37.1873;propulsives:naproxen:codeine;21;6;869.493
37.1873;omeprazole:domperidone:amitriptyline:opium alkaloids and derivatives;21;6;869.493
37.0219;metformin:thiamine (vit b1):cardiovascular system:quinolone antibacterials;7;5;2169.66
37.0219;biguanides:thiamine (vit b1):cardiovascular system:quinolone antibacterials;7;5;2169.66
37.0219;blood glucose lowering drugs, excl. insulins:thiamine (vit b1):hmg coa reductase inhibitors:ciprofloxacin;7;5;2169.66
37.0219;blood glucose lowering drugs, excl. insulins:thiamine (vit b1):lipid modifying agents, plain:ciprofloxacin;7;5;2169.66
36.982;omeprazole:paracetamol:psychoanaleptics:codeine;116;8;210.66
36.8691;domperidone:amitriptyline:cough suppressants, excl. combinations with expectorants;22;6;829.97
36.8691;domperidone:amitriptyline:cough and cold preparations;22;6;829.97
36.8691;domperidone:paracetamol:non-selective monoamine reuptake inhibitors;22;6;829.97
36.8691;omeprazole:domperidone:psychoanaleptics:codeine;22;6;829.97
36.6194;atorvastatin:antiinfectives for systemic use;2201;16;22.5175
36.5977;calcineurin inhibitors:musculo-skeletal system;782;12;47.2116
36.5671;thiamine (vit b1):mineral supplements:ciprofloxacin;23;6;793.884
36.5671;domperidone:propionic acid derivatives:respiratory system;23;6;793.884
36.3838;beta blocking agents:lipid modifying agents;20135;37;5.86556
36.377;bisoprolol;8078;25;9.71965
36.0413;metformin:thiamine (vit b1):fluoroquinolones;8;5;1898.45
36.0413;biguanides:thiamine (vit b1):fluoroquinolones;8;5;1898.45
36.0413;drugs used in diabetes:thiamine (vit b1):hmg coa reductase inhibitors:ciprofloxacin;8;5;1898.45
36.0055;drugs for acid related disorders:domperidone:naproxen;25;6;730.373
35.99;omeprazole:antiinflammatory and antirheumatic products:psychoanaleptics:codeine;63;7;338.767
35.9045;drugs used in diabetes:acetylsalicylic acid;9101;26;8.98405
35.8051;drugs used in diabetes:salicylic acid and derivatives;9140;26;8.9455
35.7434;propulsives:antiinflammatory and antirheumatic products:psychoanaleptics:codeine;26;6;702.281
35.7347;other lipid modifying agents;13928;31;7.04743
35.2515;omeprazole:domperidone:musculo-skeletal system:psychoanaleptics;28;6;652.117
35.2307;vitamin b1, plain and in combination with vitamin b6 and b12:aldosterone antagonists:ace inhibitors, plain:antibacterials for systemic use;9;5;1687.51
35.2307;colecalciferol:ramipril:ciprofloxacin;9;5;1687.51
35.2305;antibacterials for systemic use;54997;61;3.63786
34.8213;daptomycin;1224;13;32.73
34.7972;propulsives:paracetamol:amitriptyline:codeine;30;6;608.642
34.7972;omeprazole:anilides:amitriptyline:codeine;30;6;608.642
34.5823;naproxen:paracetamol:non-selective monoamine reuptake inhibitors:codeine;31;6;589.008
34.5823;naproxen:anilides:non-selective monoamine reuptake inhibitors:codeine;31;6;589.008
34.4562;omeprazole:analgesics;9688;26;8.43662
34.375;naproxen:amitriptyline:codeine;32;6;570.601
34.1746;naproxen:other analgesics and antipyretics:non-selective monoamine reuptake inhibitors:codeine;33;6;553.31
34.1746;drugs for acid related disorders:domperidone:paracetamol:cough and cold preparations;33;6;553.31
34.1021;omeprazole:musculo-skeletal system:amitriptyline;291;9;94.6403
33.8001;musculo-skeletal system:other analgesics and antipyretics:amitriptyline;991;12;37.2499
33.7929;propulsives:paracetamol:amitriptyline:opium alkaloids and derivatives;35;6;521.691
33.7929;propulsives:paracetamol:amitriptyline:cough suppressants, excl. combinations with expectorants;35;6;521.691
33.6109;thiamine (vit b1):ciprofloxacin;36;6;507.2
33.6109;vitamin b1, plain:ciprofloxacin;36;6;507.2
33.6109;domperidone:propionic acid derivatives:paracetamol;36;6;507.2
33.6109;domperidone:propionic acid derivatives:anilides;36;6;507.2
33.4342;domperidone:other analgesics and antipyretics:non-selective monoamine reuptake inhibitors;37;6;493.491
33.4342;propulsives:paracetamol:amitriptyline:cough and cold preparations;37;6;493.491
